fname,summary
dev_49,#Person2#는 #Person1#에게 영어 배우는 것이 지루하다고 말합니다. #Person1#은 다양한 억양으로 말하는 사람들에 대한 유튜브 영상을 보고 싶다고 제안합니다. 미스 윈터스는 이 프로젝트가 수업에 흥미를 유발할 수 있다고 설명합니다. #Person2#은 더 진지한 면도 있다고 생각합니다.
dev_50,"Tom은 #Person1#에게 남부 로키 산맥으로 하이킹을 가자고 제안하고, #Person1#은 #Person2#에게 함께 가자고 한다. Tom는 자연과 가까워질 수 있어 하이킹에 대해 이야기한다."
dev_51,"#Person2#는 #Person1#에게 스트립 퀴즈 같은 게임을 제안합니다. #Person1#은 이 게임을 재미있고 친근하게 만들어 보자고 제안합니다. 이에 대해 #Person1#은 겁쟁이 같다고 비판하며, #Person2#가 진 사람은 모두한테 영화 쏘는 걸로 하자며 게임의 재미를 더 높이려 합니다."
dev_52,#Person1#은 #Person2#에게 매운 땅콩 닭고기 요리를 추천합니다. #Person2#는 따뜻할 때 드시는 것을 추천합니다.
dev_53,#Person1#은 배수구가 막혀서 물이 안 내려간다고 생각합니다. #Person2#는 #Person1#에게 머리카락을 녹일 수 있는 산을 찾아보라고 제안합니다. #Person1#은 그 산에 대해 걱정하지 않습니다. #Person2#가 산의 냄새를 맡으면 됩니다.
dev_54,"#Person1#은 #Person2#에게 9월에 선적이 가능할지 묻고, #Person2#는 빠른 선적을 위해 제조사와 협상해 보자고 제안합니다. #Person1#은 이를 받아들입니다. #Person2#가 9월 20일에 선적을 할 수 있을 것이라고 생각합니다. #Person1#이 믿고 기다리겠다고 말합니다."
dev_55,#Person1#은 Mr. Brown에게 아이들이 시끄러워서 신문을 볼 수 없다고 말합니다. #Person2#는 #Person1#에게 아이들을 조용히 시키라고 요청합니다. #Person1#은 곧 조용해질 것이라고 설명합니다. Mr은 계속해서 시끄러우면 어쩔 수 없이 나가야 합니다.
dev_56,#Person1#은 Li Na에게 기존의 기대에 따르지 않는다고 불평합니다. #Person2#는 LiNa가 온순해서 누구에게도 따지지 않는 착한 사람이라고 생각합니다. #Person1#은 #Person2#에게 엄마에게 직접 물어보라고 요청할 것입니다.
dev_57,"#Person2#는 #Person1#에게 저녁을 대접하고 아이스크림을 주문합니다. #Person1#은 아이스크림과 함께 고기 파이를 드시고, 아이스크림은 아이스크림으로 준비합니다."
dev_58,"#Person2#는 #Person1#에게 미국식 아침식사가 익숙하지 않다고 말합니다. #Person1#은 윈드서핑 장비를 빌려달라고 요청하며, #Person2#가 렌탈 장비로 해보고 싶다고 합니다. #Person1#은 렌탈 장비를 사용하면 천 달러를 절약할 수 있다고 설명합니다."
dev_59,"#Person2#는 Ben에게 대학 4년 동안 무엇을 위해 열심히 공부했는지에 대해 묻고, Ben은 몇 주가 지나면 자신과 상황을 돌아보고 다시 일어나야 한다고 생각한다고 말한다. Ben과 #Person2#의 대화는 잘 들어, Ben이 자신의 경험을 되돌아보게 한다."
dev_60,"#Person2#는 계모가 행복해하는 모습을 보고 참지 못해 아이를 괴롭히기 시작했고, 결국 아이가 행복해하던 모든 것을 빼앗았습니다. #Person1#은 계모가 그 아이를 행복해하는 모습에 참을 수 없었다고 생각합니다."
dev_61,#Person1#은과 #Person2#가 물 오염에 대해 이야기합니다. #Person2#는 도시의 수자원으로 직접적으로 배출되는 간접적인 원인과 예방에 적극적으로 참여해야 한다고 말합니다. #Person1#은 이를 위해 #Person1#와 #Person2# 모두의 참여가 필요하다고 생각합니다.
dev_62,"#Person2#는 #Person1#에게 이곳이 맞는 곳 같지 않다고 말합니다. #Person1#은 #Person2#가 너무 일찍 내린 것 같다고 생각하며, 다음 버스를 기다리자고 제안합니다. #Person2#와 #Person1#은 다시 걸어가기로 결정합니다. 그들은 다음 버스에 함께 탑승할 예정입니다."
dev_63,"#Person1#은 약정저축계좌 A형은 정산계좌처럼 사용할 수 있고, B형 계좌는 외부 출금 서비스가 적용되지 않습니다. #Person1#은 #Person2#에게 초기 예치금에 대해 설명합니다. #Person2#는 #Person1#에게 A형과 B형을 비교해 보라고 제안합니다."
dev_64,#Person2#는 뉴욕으로 가는 101편 연결 항공기를 타기 위해 18번 게이트로 가야 합니다. #Person1#은 셔틀을 타고 가시면 더 빨리 도착할 수 있다고 설명합니다. #Person2#가 비행기가 떠나면 안전하다고 말합니다.
dev_65,#Person1#은 다리가 가늘다는 뜻의 #Person2#에게 집에서 쉬자고 제안합니다. #Person2#는 그냥 나가지 말고 집에서 편하게 쉬자고 말합니다. #Person1#은 #Person2#의 바지가 헐렁해서 그냥 누워 있기 때문이라고 설명합니다. #Person1#는 집에서 편하게 쉴 수 있도록 도와줍니다.
dev_66,#Person1#은 #Person2#에게 자리 찾기를 도와줍니다. #Person2#는 자리 찾기가 어려워 자리를 비웠다고 말합니다. #Person1#은 자리가 비어 있다고 말합니다. #Person2#가 자리를 찾지 못하면 자리를 찾을 수 없습니다. #Person1#은 자리를 찾지 못하는 #Person2#를 위해 자리에 앉도록 안내합니다.
dev_67,Wangfujing Grand Hotels는 Ms.
dev_68,"#Person1#은 #Person2#에게 5% 할인을 제안하지만, #Person2#는 15% 정도의 할인이 필요하다고 생각합니다. #Person1#은 10%만 제안할 수 있습니다. 10%는 타이트해서 마진이 크지 않습니다. 10%는 협상할 가치가 없다고 생각합니다. 10%는 합의할 수 있을 것입니다."
dev_69,"#Person2#는 Arden이 신제품 시리즈에 대해 상표 등록을 원하지만, #Person1#은 등록 절차에 대해 설명하지 않는다. #Person1#은 #Person2#에게 등록 절차와 규정에 대해 더 알아보라고 조언한다."
dev_70,#Person2#는 #Person1#에게 MP3를 온라인에서 구매하는 것이 실제 가게에서 사는 것보다 훨씬 편리하다고 말합니다. #Person1#은 온라인 쇼핑에 선택지가 많다고 생각합니다. #Person2# 또한 이를 시도해보고 싶다고 합니다.
dev_71,#Person1#은 Mr. Wang을 공항까지 배웅하고 그의 업무 태도와 사업 방식에 대해 이야기합니다. #Person2#는 더 많은 비즈니스와 만남의 기회가 있기를 바라고 있습니다. #Person1#은 #Person2#에게 체크인할 시간을 주겠다고 말합니다. #Person2#은 다시 만나길 원합니다.
dev_72,"#Person2#는 #Person1#에게 적금 계좌를 열고 싶다고 말합니다. #Person1#은 #Person2#에게 예금 통장만 제시하고, 신분증을 지참하라고 조언합니다. #Person2#가 돈을 언제든 인출할 수 있는 정기 예금 계좌를 추천하며, #Person1#은 이를 위해 신분증을 제시합니다."
dev_73,#Person2#는 지난 몇 달 동안 계획되지 않은 셧다운이 너무 많았다며 운영 방식을 변경해야 한다고 제안합니다. #Person1#은 정기적인 유지보수 절차를 확립해야 한다고 설명합니다. #Person2#가 고장난 후에 수리한다면 생산 손실이 너무 크다고 생각합니다.
dev_74,"#Person2#는 #Person1#에게 D408이 잘못된 주차 공간이라고 설명합니다. 이에 #Person1#은 주차 비용을 지불하고 차에서 뺄 예정입니다. #Person2#가 D구역인 줄 알았다고 말합니다. #Person1#은 D구역이 아닌 C408이라고 설명하며, 차에서 빼줍니다."
dev_75,"#Person2#는 #Person1#에게 차선을 막고 끼어들어 교통사고가 났다고 말합니다. #Person1#은 #Person2#에게 사고 원인을 설명하고, #Person2#가 병원에 갈 수 있도록 도와달라고 요청합니다. #Person2#와 #Person1#은 서로의 팔이 부러진 것에 대해 이야기합니다. 그들은 경찰에 신고할 예정입니다."
dev_76,#Person1#과 #Person2#는 길에서 개를 키우는 것이 금지되어 있어 개 공원이 좋은 아이디어일 수도 있다고 생각합니다. #Person1#은 사람들이 길에서 산책하게 해주는 것이 더 낫다고 생각합니다. #Person2# 또한 사람들이 자기 개를 산책시키고 뒷처리만 잘하면 된다고 생각합니다.
dev_77,"Laura는 Kevin에게 새로운 직업을 찾고 있다고 말합니다. #Person1#은 그 이유를 설명하고, #Person2#는 Andrea가 연애 중인 줄도 몰랐다고 말합니다. 두 사람은 결혼에 대해 이야기합니다."
dev_78,#Person2#는 어제 잠을 자지 못했습니다. #Person1#은 #Person2#에게 보충 시험을 보러 가자고 제안합니다. #Person2#가 약국에 들러 약국을 방문할 예정입니다. #Person1#은 아스피린을 챙기고 약국에 가기로 했습니다.
dev_79,"#Person1#과 #Person2#는 이번 주말에 Sara와 해변 여행을 가기로 했습니다. #Person1#은 해변에서 샌드위치나 칩스, 샐러드를 가져가자고 제안합니다."
dev_80,#Person2#는 #Person1#에게 절도를 신고하기 위해 주변 자연을 즐기고 있던 중 어떤 여자가 제 물건을 낚아채고 나무 사이로 도망갔다고 설명합니다.
dev_81,"#Person2#는 Jim이 업무가 두 배로 늘어도 버티고 있는데, Jim은 온 이후로 별로 변한 게 없는 것 같다고 #Person1#에게 말합니다. #Person1#은 Jim의 에너지만큼 넘치는 사람이 없다며 Jim에게 잔소리를 하십니다."
dev_82,"#Person2#는 여러 파트타임 일자리가 있는 컴퓨터 센터의 일자리에 지원하고 싶습니다. #Person1#은 #Person2#에게 이 양식을 작성해 주고, #Person2#가 일자리를 찾고 싶다고 말합니다. #Person2#와 #Person1#은 일자리를 찾고 싶어 합니다. #Person1#은 이를 돕고 있습니다."
dev_83,#Person1#은 #Person2#에게 사장님이 일 좀 더 열심히 하라고 말했습니다. #Person2#는 그 말을 듣고 기분이 좋지 않습니다. #Person1#이 #Person2#를 설득하여 #Person2#가 일을 더 열심히 할 수 있도록 도와줍니다.
dev_84,#Person1#과 #Person2#는 대학 시절에 대해 이야기합니다. #Person1#은 졸업했을 때 기분이 어땠습니까? #Person1#은 결정력이 부족한 것 같다고 말합니다. #Person2# 또한 결정을 내릴 때 망설임과 두려움에 휘둘리지 말고 끝까지 밀어붙여야 한다고 조언합니다.
dev_85,#Person1#은 Jayden에게 월요일까지 돈을 빌리고 싶지만 돈이 빠듯해 도움을 요청합니다. #Person2#는 #Person1#에게 20달러를 빌려주기로 약속합니다. #Person1#은 오늘 저녁에 밥 먹자고 제안합니다.
dev_86,#Person2#는 #Person1#에게 5월 1일에 열 살이 된다고 알립니다. #Person1#은 #Person2#에게 생일 파티 날짜를 물어보라고 조언합니다. #Person2#은 엄마에게 물어봐야 할 것 같다고 말합니다. #Person2#의 생일은 4월 14일로 알려졌습니다. #Person1#은 엄마한테 물어봐야 합니다.
dev_87,"#Person1#과 #Person2#는 파티에서 만나 사랑에 빠질 것 같다고 생각합니다. Janice는 #Person1#에게 그녀의 금발에 대해 이야기합니다. #Person1#은 그녀가 너무 친절하다고 생각하며, #Person2#에게 맥주 한 잔 더 마시자고 제안합니다. #Person2#가 동의합니다."
dev_88,메리는는 #Person1#에게 구리 불상을 원했던 이유를 설명합니다. #Person1#은 #Person2#에게 동상을 요청합니다. #Person2#는 동상과 동상이 상관이 있다고 말합니다. 이에 대해 #Person1#은 동의합니다. 두 사람은 동상 구입에 대한 상관이 없다고 말합니다.
dev_89,"#Person2#는 #Person1#에게 오늘 아침에 출근길 교통 체증이 걱정된다고 말합니다. #Person1#은 #Person2#에게 스트레스 감소 방법과 주말에 다른 일정, 그리고 논문에 집중할 수 있도록 도와달라고 부탁합니다."
dev_90,"#Person2#는 #Person1#에게 부정행위를 했다고 생각했을 때 반 전체 앞에서 비난할 권리는 없었다고 주장합니다. #Person1#은 #Person2#에게 자신의 잘못을 이야기해야 한다고 말합니다. #Person2#은 #Person1#이 부정행위를 했다면 그렇게 말할 수 있다고 생각하지만, #Person1#은 개인적으로 얘기했어야 한다고 생각합니다."
dev_91,Karen은 Suzy가 감기에 걸렸다며 Hank에게 베이비시터를 요청합니다. Sara Ralston은 17살이고 Jill보다 더 나이 든 사람이 필요합니다. Hank는 오늘 밤에 떠나야 합니다.
dev_92,"Sabrina는 Anna에게 매니저 회의가 다음 월요일로 연기되었다고 메일을 보냈지만, An나는 여동생이 아프리카 산골 마을에서 자원봉사 교사로 일하고 있다는 소식을 2주 동안 받지 못했다고 #Person1#에게 알립니다."
dev_93,#Person1#은 감기에 걸렸습니다. #Person2#는 감기약을 먹고 휴식을 취해야 한다고 말합니다. #Person1#은 독감이라면 쉬는 것밖에 방법이 없다고 설명합니다. #Person2#가 독감일 경우 병원에 가보기로 했습니다.
dev_94,#Person2#는 웨스트민스터 시에서 친구를 만나기 위해 지하철역에 내려달라고 #Person1#에게 요청합니다. #Person1#은 #Person2#를 지하철역에 데려다 줄 예정입니다. #Person2#가 공원이 크게 돌아가는 길이라고 생각하기 때문에 #Person1#은 그를 지하철역으로 안내할 계획입니다.
dev_95,"#Person2#는 #Person1#에게 인도의 여름 여행에 대해 이야기합니다. #Person1#은 그 빵집 주인의 오해를 풀고, 더 많은 젊은 사람들을 소개해 주었습니다. #Person2#와 #Person1#은 서로의 만남 이야기를 할 때마다 웃음꽃을 피우며 즐거운 시간을 보냈습니다."
dev_96,#Person2#는 모레 수요일에 매니저와 인터뷰 일정을 잡았습니다. #Person1#은 #Person2#가 일하는 곳에서 가까운 건물에서 커피를 마시며 이야기할 수 있도록 도와줍니다. 모레는 인터뷰 요청에 동의합니다. #Person1#은 인터뷰 일정에 대해 모레 모레에게 설명합니다.
dev_97,"#Person1#은 #Person2#에게 달리기를 어떻게 시작해야 할지 물어보고, #Person2#는 천천히 시작하라고 조언한다. #Person1#은 운동장에서 뛰고 싶은지, 밖에서 뛰고 싶어하는지에 따라 달리기를 시작할 수 있다고 설명한다."
dev_98,#Person2#는 #Person1#에게 이잭이 아이비 스트리트 서쪽 끝에 있는 기독교 교회의 신부 중 한 분과 사촌이라고 설명합니다. #Person1#은 #Person2#가 새로운 동료에게 도움이 될 수 있어 기쁘다고 말합니다. #Person2#의 사촌은 제 사촌입니다.
dev_99,"#Person2#는 #Person1#에게 고양이는 위층에서 담배를 피우며 방 안에서는 금연이라고 설명합니다. #Person1#은 창문을 닫아주고, 주전자 사용 시 물을 끓일 때 바닥에 놓아주라고 제안합니다."
dev_100,"#Person2#는 #Person1#에게 주차 금지 구역 표지판을 보지 못했다며 티켓을 발부해 달라고 요청합니다. #Person1#은 티켓 발급을 거부하며, #Person2#가 잘못이 없음을 증명하면 벌금을 면할 수 있다고 설명합니다."
dev_101,#Person1#은 #Person2#에게 당 왕조 스타일의 치파오를 입어보라고 제안합니다. #Person2#는 더 큰 사이즈와 초록색을 선택합니다. #Person1#은 가격이 486위안이라고 설명합니다. #Person2#은 486위안을 제시합니다. #Person2#의 가격은 486만 원입니다.
dev_102,#Person1#은 노트북을 가지고 왔습니다. #Person2#는 12층에 있는 인터넷 라운지를 이용하여 인터넷을 사용할 수 있다고 안내합니다. #Person1#은 #Person2#에게 거기로 가자고 제안합니다. #Person2#가 방에서 인터넷을 어떻게 사용할 수 있는지 알려줍니다. #Person1#은 방을 방문할 예정입니다.
